# ieee-iab.txt -- Ethernet vendor IAB file for arp-scan
#
# This file contains the Ethernet vendor IABs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an IAB-vendor mapping in the form:
#
# <IAB><TAB><Vendor>
#
# Where <IAB> is the first 36 bits of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-iab at 2018-12-24 19:37:33
# using data from http://standards-oui.ieee.org/iab/iab.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
0050C2DD6	Transas Marine Limited                       
0050C2AEB	UMLogics Corporation                         
0050C2AE9	ClearCorp Enterprises, Inc                   
0050C2AE6	VECOM USA                                    
0050C2AE1	EVERCARE                                     
0050C2ADF	Altinex, Inc                                 
0050C2AE0	AT4 wireless.S.A                             
0050C2ADC	Synthesechemie Dr. Penth GmbH                
0050C2AD7	Air Monitors Ltd                             
0050C2AD5	Mighty Lube Systematic Lubrication, Inc.     
0050C2AD6	Unisensor A/S                                
0050C2AD2	Rafael                                       
0050C2ACC	StockerYale                                  
0050C2ACD	MeshWorks Wireless Oy                        
0050C2AC8	Palladio Systeme GmbH                        
0050C2AC2	OpenXS B.V.                                  
0050C2AC3	Diversified Control, Inc.                    
0050C2ABE	AP Labs                                      
0050C2AB9	Showtacle                                    
0050C2AB8	AHM Limited (CLiKAPAD)                       
0050C2AB4	n3k Informatik GmbH                          
0050C2AAF	Santa Barbara Instrument Group               
0050C2AAE	OUTLINE srl                                  
0050C2AAA	Flexible Picture Systems                     
0050C2AA5	Tampere University of Technology             
0050C2AA4	PSi Printer Systems international GmbH       
0050C2AA0	Smith Meter, Inc.                            
0050C2A73	KYOEI ENGINEERING Co.,Ltd.                   
0050C2A69	Advanced Integrated Systems                  
0050C2A8C	Redwire, LLC                                 
0050C2A8B	Navicron Oy                                  
0050C2A87	Littlemore Scientific                        
0050C2A7D	Vitel Net                                    
0050C2A5F	Alga Microwave Inc                           
0050C2A55	Arrowvale Electronics                        
0050C2A37	Software Systems Plus                        
0050C2A2D	Inventure Inc.                               
0050C2A28	KENDA ELECTRONIC SYSTEMS LIMITED             
0050C2A4B	L-3 Communications Mobile-Vision, Inc.       
0050C2A41	Meiryo Denshi Corp.                          
0050C2977	Saia-Burgess Controls AG                     
0050C2976	SANDS INSTRUMENTATION INDIA PVT LTD          
0050C296D	Keene Electronics Ltd.                       
0050C291D	Rosendahl Studiotechnik GmbH                 
0050C295B	AS Solar GmbH                                
0050C295A	TechnoAP                                     
0050C2959	DECTRIS Ltd.                                 
0050C2957	STRATEC Control Systems                      
0050C2950	Tele and Radio Research Institute            
0050C2951	EL.C.A. soc. coop.                           
0050C294D	C&H technology  ltd.                         
0050C294F	IT-Designers GmbH                            
0050C2961	Picsolve International Limited               
0050C2984	Atel Corporation                             
0050C2985	Earnestcom Sdn Bhd                           
0050C2982	Triple Ring Technologies, Inc.               
0050C2981	Novotronik GmbH                              
0050C297D	Soehnle Professional GmbH & Co.KG            
0050C297E	RF Industries                                
0050C296C	Aqua Cooler Pty Ltd                          
0050C2962	Shockfish SA                                 
0050C295F	METRONIC APARATURA KONTROLNO - POMIAROWA     
0050C295E	BEEcube Inc.                                 
0050C293B	Reliatronics Inc.                            
0050C2931	Korea Telecom Internet Solutions (KTIS)      
0050C294C	TEMIX                                        
0050C2948	ELECTRONIA                                   
0050C2949	taskit GmbH                                  
0050C2927	ATIS group s.r.o.                            
0050C287F	Optoelettronica Italia S.r.l.                
0050C287C	Arcontia AB                                  
0050C287B	UAVNavigation S.L.                           
0050C2875	Phytec Messtechnik GmbH                      
0050C2871	R-S-I Elektrotechnik GmbH & Co. KG           
0050C286B	OMB Sistemas Electronicos S.A.               
0050C28C4	Soldig Industria e Comercio de Equipamentos Eletronicos LTDA
0050C28C0	S.C.E. s.r.l.                                
0050C28C1	Heraeus Noblelight GmbH                      
0050C28BA	Fr. Sauter AG                                
0050C28BB	smtag international ag                       
0050C28B7	Calnex Solutions Limited                     
0050C28B6	Shadrinskiy Telefonny Zavod                  
0050C28B0	BK Innovation, Inc.                          
0050C28B1	RingCube Technologies, Inc.                  
0050C28AC	Telsa s.r.l                                  
0050C28A7	PIXEYE LTD                                   
0050C28A6	SELCO                                        
0050C28A2	UAVISION Engenharia de Sistemas              
0050C28A3	RTW GmbH & Co.KG                             
0050C289C	Mediana                                      
0050C289D	Systemtechnik GmbH                           
0050C28D5	Peek Traffic Corp                            
0050C28D4	Internet Protocolo Lógica SL                 
0050C28CE	Phytec Messtechnik GmbH                      
0050C28CF	GigaLinx Ltd.                                
0050C28CB	Beonic Corporation                           
0050C28CA	Altair semiconductor Ltd                     
0050C28C5	Vortex Engineering pvt ltd                   
0050C2897	ODF Optronics, Inc.                          
0050C2898	Veeco Process Equipment, Inc.                
0050C2893	EIZO Technologies GmbH                       
0050C2890	BAE Systems Hägglunds AB                     
0050C288F	Keynote SIGOS GmbH                           
0050C2889	ACS Motion Control Ltd.                      
0050C2885	OOO NTK IMOS                                 
0050C28E8	Friedrich Kuhnt GmbH                         
0050C28DF	Dipl.-Ing. W. Nophut GmbH                    
0050C28DE	Coherix, Inc                                 
0050C28D8	Array Technologies Inc                       
0050C28D9	Industrial Control and Communication Limited 
0050C2902	China Railway Signal & Communication Corp.   
0050C2903	EcoAxis Systems Pvt. Ltd.                    
0050C28F8	RMSD LTD                                     
0050C28F6	K-MAC Corp.                                  
0050C28F3	Curtis Door Systems Inc                      
0050C28F2	Schneider Electric GmbH                      
0050C28EC	Balfour Beatty Rail GmbH                     
0050C28ED	AT-Automation Technology GmbH                
0050C28E9	UNIDATA                                      
0050C28F7	TGE Co., Ltd.                                
0050C2804	SoftSwitching Technologies                   
0050C27FB	Qtron Pty Ltd                                
0050C27FA	AutomationX GmbH                             
0050C27F2	Logotherm Regelsysteme GmbH                  
0050C27F1	STUHL Regelsysteme GmbH                      
0050C27EE	NH Research                                  
0050C27ED	Genesis Automation Inc.                      
0050C27E8	Mistral Solutions Pvt. Ltd                   
0050C27E7	V2Green, Inc.                                
0050C27E5	Nystrom Engineering                          
0050C27E3	Progentech Limited                           
0050C27E4	Meta Vision Systems Ltd.                     
0050C282D	Elmec, Inc.                                  
0050C282C	Vitel Net                                    
0050C2822	Winner Technology Co, Ltd.                   
0050C2823	Robot Visual Systems GmbH                    
0050C2819	Cabinplant A/S                               
0050C2818	Wireless Value BV                            
0050C280E	Bruno International Ltd.                     
